Unnamed: 0,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width,num_reviews,num_purchases,review_text,sentiment_score,sentiment
929,50363729,HÄLLAN,Cabinets & cupboards,331.52,No old price,True,https://www.ikea.com/sa/en/p/haellan-cabinet-white-50363729/,No,"        Cabinet,          45x50 cm",Jon Karlsson,47.0,50.0,45.0,531,730,"[""Great value. Easy to assemble. Looks perfect in my living room."", ""Perfect fit! Durable and elegant. 5 stars!"", ""Overpriced for the quality.""]",0.5972000000000001,positive
930,415194,HAVSTA,Cabinets & cupboards,92.05,No old price,True,https://www.ikea.com/sa/en/p/havsta-glass-door-cabinet-grey-00415194/,Yes,"        Glass-door cabinet,          121x35x123 cm",IKEA of Sweden,35.0,123.0,121.0,526,2574,"[""Color not as expected. Otherwise fine."", ""Exactly what I needed. Highly recommend."", ""Overpriced for the quality.""]",0.2074666666666666,positive
931,30365135,GALANT,Cabinets & cupboards,273.06,No old price,True,https://www.ikea.com/sa/en/p/galant-cabinet-with-sliding-doors-white-30365135/,Yes,"        Cabinet with sliding doors,          160x120 cm",K Malmvall/E Lilja Löwenhielm,45.0,120.0,160.0,644,2170,"[""Best purchase! Transformed my office."", ""Color not as expected. Otherwise fine."", ""Overpriced for the quality.""]",0.2906333333333333,positive
932,69208031,BESTÅ,Cabinets & cupboards,232.66,"SR 1,650",True,https://www.ikea.com/sa/en/p/besta-storage-combination-with-doors-black-brown-lappviken-light-grey-clear-glass-s69208031/,Yes,"        Storage combination with doors,          180x42x112 cm",IKEA of Sweden,42.0,112.0,180.0,851,4727,"[""Overpriced for the quality."", ""Fell apart after a week. Poor quality."", ""Amazing! Will buy again.""]",0.0490666666666666,neutral
933,69248659,LIXHULT,Cabinets & cupboards,400.33,No old price,True,https://www.ikea.com/sa/en/p/lixhult-storage-combination-white-pink-s69248659/,No,"        Storage combination,          25x75 cm",Jon Karlsson,25.0,75.0,25.0,874,4407,"[""Best purchase! Transformed my kitchen."", ""Fell apart after a week. Poor quality."", ""Amazing! Will buy again.""]",0.2722666666666666,positive
934,69282926,BESTÅ,Cabinets & cupboards,316.76,No old price,True,https://www.ikea.com/sa/en/p/besta-storage-combination-w-glass-doors-white-vassviken-white-clear-glass-s69282926/,Yes,"        Storage combination w glass doors,          120x40x128 cm",IKEA of Sweden/Marcus Arvonen,40.0,128.0,120.0,127,1413,"[""Color not as expected. Otherwise fine."", ""Best purchase! Transformed my living room."", ""Overpriced for the quality.""]",0.2906333333333333,positive
935,50443627,NOTVIKEN,Cabinets & cupboards,270.27,No old price,True,https://www.ikea.com/sa/en/p/notviken-drawer-front-blue-50443627/,Yes,"        Drawer front,          60x26 cm","504.436.27 Drawers make it easy to keep your things organised.To be completed with BESTÅ drawer frame 60X15X40 cm and BESTÅ drawer runner, sold separately.May be completed with knobs or handles. Sold separately.Drill template for marking of hole positions for handles or knobs is sold separately.",,26.0,60.0,815,1381,"[""Great value. Easy to assemble. Looks perfect in my kitchen."", ""Assembly was tricky, but worth it. Good quality."", ""Amazing! Will buy again.""]",0.7512,positive
936,79301788,BESTÅ,Cabinets & cupboards,236.18,No old price,True,https://www.ikea.com/sa/en/p/besta-storage-combination-w-doors-drawers-black-brown-hanviken-stubbarp-black-brown-clear-glass-s79301788/,Yes,"        Storage combination w doors/drawers,          120x42x240 cm",Marcus Arvonen/IKEA of Sweden,42.0,240.0,120.0,918,2342,"[""Great value. Easy to assemble. Looks perfect in my kitchen."", ""Assembly was tricky, but worth it. Good quality."", ""Overpriced for the quality.""]",0.5432333333333333,positive
937,20347514,ENERYDA,Cabinets & cupboards,58.15,No old price,True,https://www.ikea.com/sa/en/p/eneryda-handle-brass-colour-20347514/,Yes,"        Handle,          112 mm",Francis Cayouette,30.0,,17.0,168,1588,"[""Fell apart after a week. Poor quality."", ""Love this item! Super sturdy and stylish."", ""Perfect fit! Durable and elegant. 5 stars!""]",0.4167,positive
938,70247381,BESTÅ,Cabinets & cupboards,402.98,No old price,True,https://www.ikea.com/sa/en/p/besta-frame-grey-stained-walnut-effect-70247381/,Yes,"        Frame,          60x40x64 cm",IKEA of Sweden,40.0,64.0,60.0,824,3458,"[""Love this item! Super sturdy and stylish."", ""Great value. Easy to assemble. Looks perfect in my bathroom."", ""Perfect fit! Durable and elegant. 5 stars!""]",0.8823,positive
939,29204431,BESTÅ / EKET,Cabinets & cupboards,270.93,No old price,True,https://www.ikea.com/sa/en/p/besta-eket-cabinet-combination-for-tv-white-s29204431/,Yes,"        Cabinet combination for TV,          180x40x170 cm",IKEA of Sweden/Jon Karlsson,40.0,170.0,180.0,237,610,"[""Exactly what I needed. Highly recommend."", ""Overpriced for the quality."", ""Great value. Easy to assemble. Looks perfect in my bathroom.""]",0.4467333333333333,positive
940,89307643,EKET,Cabinets & cupboards,74.56,No old price,True,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-s89307643/,Yes,"        Wall-mounted cabinet combination,          35x35x35 cm",IKEA of Sweden/Jon Karlsson,35.0,35.0,35.0,886,1149,"[""Color not as expected. Otherwise fine."", ""Assembly was tricky, but worth it. Good quality."", ""Best purchase! Transformed my bedroom.""]",0.5271666666666667,positive
941,69020473,BILLY / OXBERG,Cabinets & cupboards,79.32,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-black-brown-s69020473/,Yes,"        Bookcase,          200x30x237 cm",IKEA of Sweden/Gillis Lundgren,30.0,237.0,200.0,225,1953,"[""Exactly what I needed. Highly recommend."", ""Love this item! Super sturdy and stylish."", ""Overpriced for the quality.""]",0.4251333333333333,positive
942,99249520,HÄLLAN,Cabinets & cupboards,335.65,No old price,True,https://www.ikea.com/sa/en/p/haellan-storage-combination-with-doors-white-s99249520/,No,"        Storage combination with doors,          90x47x167 cm",Jon Karlsson,47.0,167.0,90.0,957,224,"[""Exactly what I needed. Highly recommend."", ""Fell apart after a week. Poor quality."", ""Color not as expected. Otherwise fine.""]",0.0485666666666666,neutral
943,19266033,HAVSTA,Cabinets & cupboards,100.55,No old price,True,https://www.ikea.com/sa/en/p/havsta-storage-comb-w-sliding-glass-doors-white-s19266033/,Yes,"        Storage comb w sliding glass doors,          283x37x134 cm",IKEA of Sweden,37.0,134.0,283.0,705,2206,"[""Love this item! Super sturdy and stylish."", ""Perfect fit! Durable and elegant. 5 stars!"", ""Amazing! Will buy again.""]",0.7835666666666666,positive
944,10364066,LAPPVIKEN,Cabinets & cupboards,243.01,SR 45,True,https://www.ikea.com/sa/en/p/lappviken-door-drawer-front-light-grey-10364066/,Yes,"        Door/drawer front,          60x38 cm",IKEA of Sweden,,38.0,60.0,24,2280,"[""Love this item! Super sturdy and stylish."", ""Assembly was tricky, but worth it. Good quality."", ""Color not as expected. Otherwise fine.""]",0.5890666666666666,positive
945,49248858,LIXHULT,Cabinets & cupboards,306.52,No old price,True,https://www.ikea.com/sa/en/p/lixhult-storage-combination-red-orange-grey-pink-white-blue-green-s49248858/,No,"        Storage combination,          130x117 cm",Jon Karlsson,35.0,95.0,130.0,166,4337,"[""Love this item! Super sturdy and stylish."", ""Fell apart after a week. Poor quality."", ""Assembly was tricky, but worth it. Good quality.""]",0.3627333333333333,positive
946,79282544,BEKANT,Cabinets & cupboards,569.41,No old price,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-on-castors-mesh-black-s79282544/,Yes,"        Storage unit on castors,          61x101 cm",Eva Lilja Löwenhielm,45.0,101.0,61.0,657,4210,"[""Perfect fit! Durable and elegant. 5 stars!"", ""Love this item! Super sturdy and stylish."", ""Best purchase! Transformed my office.""]",0.7988,positive
947,60323592,BILLSBRO,Cabinets & cupboards,591.75,No old price,True,https://www.ikea.com/sa/en/p/billsbro-handle-stainless-steel-colour-60323592/,No,"        Handle,          40 mm",H Preutz/A Fredriksson,,,,270,3970,"[""Love this item! Super sturdy and stylish."", ""Perfect fit! Durable and elegant. 5 stars!"", ""Great value. Easy to assemble. Looks perfect in my kitchen.""]",0.8823,positive
948,10273090,MÖLLARP,Cabinets & cupboards,338.84,No old price,True,https://www.ikea.com/sa/en/p/moellarp-knob-black-10273090/,No,"        Knob,          14 mm",K Hagberg/M Hagberg,25.0,,,166,1547,"[""Overpriced for the quality."", ""Best purchase! Transformed my living room."", ""Exactly what I needed. Highly recommend.""]",0.3632333333333333,positive
949,30425988,KALLVIKEN,Cabinets & cupboards,536.2,No old price,True,https://www.ikea.com/sa/en/p/kallviken-drawer-front-dark-grey-concrete-effect-30425988/,No,"        Drawer front,          60x26 cm",IKEA of Sweden,,26.0,60.0,56,3904,"[""Exactly what I needed. Highly recommend."", ""Assembly was tricky, but worth it. Good quality."", ""Love this item! Super sturdy and stylish.""]",0.6616666666666666,positive
950,50295306,BESTÅ,Cabinets & cupboards,296.52,No old price,True,https://www.ikea.com/sa/en/p/besta-top-panel-for-tv-glass-white-50295306/,Yes,"        Top panel for TV,          180x40 cm",IKEA of Sweden,40.0,,180.0,333,3221,"[""Great value. Easy to assemble. Looks perfect in my bedroom."", ""Fell apart after a week. Poor quality."", ""Color not as expected. Otherwise fine.""]",0.2152333333333333,positive
951,80360951,IDÅSEN,Cabinets & cupboards,489.24,No old price,True,https://www.ikea.com/sa/en/p/idasen-cabinet-with-sliding-glass-doors-beige-80360951/,No,"        Cabinet with sliding glass doors,          120x140 cm",Jon Karlsson,45.0,140.0,120.0,853,1617,"[""Exactly what I needed. Highly recommend."", ""Best purchase! Transformed my office."", ""Fell apart after a week. Poor quality.""]",0.2043333333333332,positive
952,49265975,HAVSTA,Cabinets & cupboards,502.52,No old price,True,https://www.ikea.com/sa/en/p/havsta-storage-combination-w-glass-doors-dark-brown-s49265975/,Yes,"        Storage combination w glass-doors,          81x47x212 cm",IKEA of Sweden,47.0,212.0,81.0,694,1201,"[""Assembly was tricky, but worth it. Good quality."", ""Exactly what I needed. Highly recommend."", ""Amazing! Will buy again.""]",0.5845333333333333,positive
953,79265950,HAVSTA,Cabinets & cupboards,362.5,No old price,True,https://www.ikea.com/sa/en/p/havsta-storage-combination-w-glass-doors-dark-brown-s79265950/,Yes,"        Storage combination w glass doors,          162x37x134 cm",IKEA of Sweden,37.0,134.0,162.0,139,418,"[""Exactly what I needed. Highly recommend."", ""Love this item! Super sturdy and stylish."", ""Color not as expected. Otherwise fine.""]",0.4925666666666666,positive
954,89248682,LIXHULT,Cabinets & cupboards,490.07,No old price,True,https://www.ikea.com/sa/en/p/lixhult-storage-combination-dark-blue-red-orange-s89248682/,Yes,"        Storage combination,          70x117 cm",Jon Karlsson,35.0,95.0,70.0,420,4996,"[""Overpriced for the quality."", ""Fell apart after a week. Poor quality."", ""Great value. Easy to assemble. Looks perfect in my kitchen.""]",0.1478,positive
955,10334319,BILLSBRO,Cabinets & cupboards,342.74,No old price,True,https://www.ikea.com/sa/en/p/billsbro-handle-white-10334319/,Yes,"        Handle,          720 mm",H Preutz/A Fredriksson,,,,104,92,"[""Great value. Easy to assemble. Looks perfect in my office."", ""Fell apart after a week. Poor quality."", ""Color not as expected. Otherwise fine.""]",0.2152333333333333,positive
956,39299103,BESTÅ,Cabinets & cupboards,300.9,No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-with-drawers-black-brown-selsviken-stallarp-high-gloss-dark-red-brown-s39299103/,Yes,"        TV bench with drawers,          180x42x74 cm",IKEA of Sweden/Carl Öjerstam,42.0,74.0,180.0,636,1957,"[""Great value. Easy to assemble. Looks perfect in my living room."", ""Fell apart after a week. Poor quality."", ""Color not as expected. Otherwise fine.""]",0.2152333333333333,positive
957,20390574,STALLARP,Cabinets & cupboards,409.44,No old price,True,https://www.ikea.com/sa/en/p/stallarp-leg-chrome-plated-20390574/,No,        Leg,Carl Öjerstam,4.0,10.0,4.0,764,3540,"[""Exactly what I needed. Highly recommend."", ""Color not as expected. Otherwise fine."", ""Amazing! Will buy again.""]",0.4154333333333333,positive
958,59191026,EKET,Cabinets & cupboards,265.45,"SR 1,450",True,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-dark-grey-s59191026/,No,"        Cabinet combination with feet,          280x35x72 cm",Jon Karlsson/IKEA of Sweden,35.0,72.0,280.0,941,2585,"[""Exactly what I needed. Highly recommend."", ""Amazing! Will buy again."", ""Assembly was tricky, but worth it. Good quality.""]",0.5845333333333333,positive
959,70296343,SELSVIKEN,Cabinets & cupboards,186.31,No old price,True,https://www.ikea.com/sa/en/p/selsviken-door-patterned-high-gloss-brown-70296343/,Yes,"        Door,          60x64 cm",IKEA of Sweden,,64.0,60.0,301,4223,"[""Amazing! Will buy again."", ""Exactly what I needed. Highly recommend."", ""Love this item! Super sturdy and stylish.""]",0.6331,positive
960,89291312,HÄLLAN,Cabinets & cupboards,374.58,No old price,True,https://www.ikea.com/sa/en/p/haellan-storage-combination-with-doors-white-s89291312/,No,"        Storage combination with doors,          45x47x67 cm",Jon Karlsson,47.0,67.0,45.0,803,2923,"[""Great value. Easy to assemble. Looks perfect in my bathroom."", ""Color not as expected. Otherwise fine."", ""Exactly what I needed. Highly recommend.""]",0.5141666666666667,positive
961,50357002,KALLRÖR,Cabinets & cupboards,66.65,No old price,True,https://www.ikea.com/sa/en/p/kallroer-handle-stainless-steel-50357002/,No,"        Handle,          213 mm",IKEA of Sweden,38.0,,,820,1874,"[""Assembly was tricky, but worth it. Good quality."", ""Exactly what I needed. Highly recommend."", ""Best purchase! Transformed my bathroom.""]",0.5997666666666667,positive
962,20348896,ÖSTERNÄS,Cabinets & cupboards,428.0,No old price,True,https://www.ikea.com/sa/en/p/oesternaes-leather-handle-tanned-leather-20348896/,No,"        Leather handle,          65 mm",H Preutz/A Fredriksson,,,25.0,292,1343,"[""Best purchase! Transformed my bathroom."", ""Fell apart after a week. Poor quality."", ""Love this item! Super sturdy and stylish.""]",0.3494,positive
963,60347507,ENERYDA,Cabinets & cupboards,163.96,No old price,True,https://www.ikea.com/sa/en/p/eneryda-knob-brass-colour-60347507/,Yes,"        Knob,          35 mm",Francis Cayouette,,,,78,4819,"[""Assembly was tricky, but worth it. Good quality."", ""Color not as expected. Otherwise fine."", ""Great value. Easy to assemble. Looks perfect in my living room.""]",0.6106666666666667,positive
964,60293566,STUBBARP,Cabinets & cupboards,151.21,No old price,True,https://www.ikea.com/sa/en/p/stubbarp-leg-black-brown-60293566/,Yes,        Leg,IKEA of Sweden,44.0,100.0,44.0,669,4846,"[""Best purchase! Transformed my bathroom."", ""Great value. Easy to assemble. Looks perfect in my bathroom."", ""Perfect fit! Durable and elegant. 5 stars!""]",0.8204000000000001,positive
965,348717,BESTÅ,Cabinets & cupboards,240.07,No old price,True,https://www.ikea.com/sa/en/p/besta-drawer-runner-push-open-00348717/,No,"        Drawer runner, push-open",IKEA of Sweden,,,,20,4904,"[""Best purchase! Transformed my bathroom."", ""Exactly what I needed. Highly recommend."", ""Assembly was tricky, but worth it. Good quality.""]",0.5997666666666667,positive
966,10351511,BESTÅ,Cabinets & cupboards,272.67,No old price,True,https://www.ikea.com/sa/en/p/besta-drawer-frame-grey-stained-walnut-effect-10351511/,Yes,"        Drawer frame,          60x15x40 cm",IKEA of Sweden,40.0,15.0,60.0,263,3436,"[""Color not as expected. Otherwise fine."", ""Perfect fit! Durable and elegant. 5 stars!"", ""Assembly was tricky, but worth it. Good quality.""]",0.5944666666666667,positive
967,10299877,BESTÅ,Cabinets & cupboards,119.07,No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-grey-stained-walnut-effect-10299877/,Yes,"        TV bench,          180x40x64 cm","102.998.77 It’s easy to keep the cables from your TV and other devices out of sight but close at hand, as there are several cable outlets at the back of the TV bench.If you want to organise inside you can complement with BESTÅ interior fittings.Steady also on uneven floors, thanks to the adjustable feet.For safety reasons this TV bench shall not be hung on the wall.This furniture must be fixed to the wall with the enclosed wall fastener.This TV bench can take a max load of 50 kg on the top.Different wall materials require different types of fixing devices. Use fixing devices suitable for the walls in your home, sold separately.May be completed with STALLARP, STUBBARP or NANNARP legs. This TV bench requires 4 legs and 2 BESTÅ supporting legs.May be completed with SULARP legs. This TV bench requires 2 legs and 2 BESTÅ supporting legs.",40.0,64.0,180.0,851,3022,"[""Assembly was tricky, but worth it. Good quality."", ""Exactly what I needed. Highly recommend."", ""Fell apart after a week. Poor quality.""]",0.2176666666666666,positive
968,90347515,ENERYDA,Cabinets & cupboards,449.28,No old price,True,https://www.ikea.com/sa/en/p/eneryda-cup-handle-brass-colour-90347515/,Yes,"        Cup handle,          89 mm",Francis Cayouette,30.0,,22.0,881,3972,"[""Assembly was tricky, but worth it. Good quality."", ""Exactly what I needed. Highly recommend."", ""Fell apart after a week. Poor quality.""]",0.2176666666666666,positive
969,99282538,BEKANT,Cabinets & cupboards,510.61,No old price,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-on-legs-mesh-black-s99282538/,Yes,"        Storage unit on legs,          61x101 cm",Eva Lilja Löwenhielm,45.0,101.0,61.0,559,1042,"[""Exactly what I needed. Highly recommend."", ""Best purchase! Transformed my kitchen."", ""Perfect fit! Durable and elegant. 5 stars!""]",0.6537333333333333,positive
970,30388636,HAVSTA,Cabinets & cupboards,193.63,No old price,True,https://www.ikea.com/sa/en/p/havsta-glass-door-cabinet-white-30388636/,Yes,"        Glass-door cabinet,          81x35x123 cm",IKEA of Sweden,35.0,123.0,81.0,143,2436,"[""Great value. Easy to assemble. Looks perfect in my bedroom."", ""Exactly what I needed. Highly recommend."", ""Amazing! Will buy again.""]",0.6547000000000001,positive
971,60334312,BILLSBRO,Cabinets & cupboards,194.26,No old price,True,https://www.ikea.com/sa/en/p/billsbro-handle-white-60334312/,No,"        Handle,          320 mm",H Preutz/A Fredriksson,,,,721,2290,"[""Love this item! Super sturdy and stylish."", ""Fell apart after a week. Poor quality."", ""Exactly what I needed. Highly recommend.""]",0.2662333333333333,positive
972,40245840,BESTÅ,Cabinets & cupboards,388.88,No old price,True,https://www.ikea.com/sa/en/p/besta-frame-white-40245840/,Yes,"        Frame,          60x40x128 cm",IKEA of Sweden,40.0,128.0,60.0,32,1526,"[""Best purchase! Transformed my bathroom."", ""Exactly what I needed. Highly recommend."", ""Amazing! Will buy again.""]",0.5712,positive
973,9285070,GALANT,Cabinets & cupboards,242.11,No old price,True,https://www.ikea.com/sa/en/p/galant-storage-combination-with-drawers-black-stained-ash-veneer-s09285070/,Yes,"        Storage combination with drawers,          160x160 cm",K Malmvall/E Lilja Löwenhielm,45.0,160.0,160.0,824,3457,"[""Color not as expected. Otherwise fine."", ""Amazing! Will buy again."", ""Perfect fit! Durable and elegant. 5 stars!""]",0.5659000000000001,positive
974,29248656,LIXHULT,Cabinets & cupboards,564.88,No old price,True,https://www.ikea.com/sa/en/p/lixhult-storage-combination-dark-green-orange-s29248656/,Yes,"        Storage combination,          35x70 cm",Jon Karlsson,35.0,70.0,35.0,355,439,"[""Color not as expected. Otherwise fine."", ""Overpriced for the quality."", ""Assembly was tricky, but worth it. Good quality.""]",0.3039666666666666,positive
975,29287214,IDÅSEN,Cabinets & cupboards,479.23,No old price,True,https://www.ikea.com/sa/en/p/idasen-high-cabinet-with-smart-lock-beige-s29287214/,Yes,"        High cabinet with smart lock,          45x172 cm",Jon Karlsson/IKEA of Sweden,47.0,172.0,45.0,311,1049,"[""Perfect fit! Durable and elegant. 5 stars!"", ""Love this item! Super sturdy and stylish."", ""Overpriced for the quality.""]",0.5756,positive
976,49265895,HAVSTA,Cabinets & cupboards,310.32,No old price,True,https://www.ikea.com/sa/en/p/havsta-storage-comb-w-sliding-glass-doors-white-s49265895/,Yes,"        Storage comb w sliding glass doors,          242x47x212 cm",IKEA of Sweden,47.0,212.0,242.0,372,4670,"[""Fell apart after a week. Poor quality."", ""Love this item! Super sturdy and stylish."", ""Best purchase! Transformed my bathroom.""]",0.3494,positive
977,59279180,LIXHULT,Cabinets & cupboards,105.98,No old price,True,https://www.ikea.com/sa/en/p/lixhult-cabinet-combination-grey-red-s59279180/,Yes,"        Cabinet combination,          95x35x92 cm",Jon Karlsson,35.0,70.0,95.0,405,1905,"[""Perfect fit! Durable and elegant. 5 stars!"", ""Amazing! Will buy again."", ""Great value. Easy to assemble. Looks perfect in my bathroom.""]",0.8051666666666667,positive
978,69017833,BILLY / MORLIDEN,Cabinets & cupboards,564.53,No old price,True,https://www.ikea.com/sa/en/p/billy-morliden-bookcase-white-s69017833/,Yes,"        Bookcase,          160x30x237 cm",IKEA of Sweden/Gillis Lundgren,30.0,237.0,160.0,227,708,"[""Amazing! Will buy again."", ""Best purchase! Transformed my office."", ""Love this item! Super sturdy and stylish.""]",0.7162666666666665,positive
979,40296311,SINDVIK,Cabinets & cupboards,579.75,No old price,True,https://www.ikea.com/sa/en/p/sindvik-glass-door-black-brown-clear-glass-40296311/,Yes,"        Glass door,          60x38 cm",Marcus Arvonen,,38.0,60.0,150,2813,"[""Assembly was tricky, but worth it. Good quality."", ""Overpriced for the quality."", ""Great value. Easy to assemble. Looks perfect in my bedroom.""]",0.5432333333333333,positive
980,40364060,LAPPVIKEN,Cabinets & cupboards,519.16,SR 55,True,https://www.ikea.com/sa/en/p/lappviken-door-light-grey-40364060/,Yes,"        Door,          60x64 cm",IKEA of Sweden,,64.0,60.0,625,3713,"[""Best purchase! Transformed my living room."", ""Color not as expected. Otherwise fine."", ""Perfect fit! Durable and elegant. 5 stars!""]",0.5811333333333334,positive
981,40348715,BESTÅ,Cabinets & cupboards,161.02,No old price,True,https://www.ikea.com/sa/en/p/besta-drawer-runner-soft-closing-40348715/,No,"        Drawer runner, soft-closing",IKEA of Sweden,,,,967,1531,"[""Color not as expected. Otherwise fine."", ""Assembly was tricky, but worth it. Good quality."", ""Exactly what I needed. Highly recommend.""]",0.444,positive
982,20273141,HISHULT,Cabinets & cupboards,114.18,No old price,True,https://www.ikea.com/sa/en/p/hishult-knob-porcelain-white-20273141/,Yes,"        Knob,          23 mm",K Hagberg/M Hagberg,24.0,,,219,3781,"[""Exactly what I needed. Highly recommend."", ""Best purchase! Transformed my bathroom."", ""Fell apart after a week. Poor quality.""]",0.2043333333333332,positive
983,20338411,BAGGANÄS,Cabinets & cupboards,466.81,No old price,True,https://www.ikea.com/sa/en/p/bagganaes-handle-brass-colour-20338411/,Yes,"        Handle,          335 mm",H Preutz/A Fredriksson,31.0,,9.0,994,501,"[""Amazing! Will buy again."", ""Overpriced for the quality."", ""Assembly was tricky, but worth it. Good quality.""]",0.4444999999999999,positive
984,30373164,KLACKBERG,Cabinets & cupboards,452.3,No old price,True,https://www.ikea.com/sa/en/p/klackberg-knob-silver-colour-30373164/,No,"        Knob,          35 mm",Charlie Styrbjörn,30.0,,,632,2525,"[""Best purchase! Transformed my bathroom."", ""Exactly what I needed. Highly recommend."", ""Overpriced for the quality.""]",0.3632333333333333,positive
985,50425987,KALLVIKEN,Cabinets & cupboards,529.1,No old price,True,https://www.ikea.com/sa/en/p/kallviken-door-drawer-front-dark-grey-concrete-effect-50425987/,No,"        Door/drawer front,          60x38 cm",IKEA of Sweden,,38.0,60.0,625,3272,"[""Amazing! Will buy again."", ""Perfect fit! Durable and elegant. 5 stars!"", ""Fell apart after a week. Poor quality.""]",0.3395666666666666,positive
986,19291315,HÄLLAN,Cabinets & cupboards,102.97,No old price,True,https://www.ikea.com/sa/en/p/haellan-storage-combination-with-doors-white-s19291315/,No,"        Storage combination with doors,          45x47x92 cm",Jon Karlsson,47.0,92.0,45.0,837,1587,"[""Assembly was tricky, but worth it. Good quality."", ""Great value. Easy to assemble. Looks perfect in my office."", ""Color not as expected. Otherwise fine.""]",0.6106666666666667,positive
987,50347503,ENERYDA,Cabinets & cupboards,58.84,No old price,True,https://www.ikea.com/sa/en/p/eneryda-knob-chrome-plated-50347503/,Yes,"        Knob,          20 mm",Francis Cayouette,,,,692,3143,"[""Fell apart after a week. Poor quality."", ""Overpriced for the quality."", ""Exactly what I needed. Highly recommend.""]",-0.0188666666666666,neutral
988,20443624,BESTÅ,Cabinets & cupboards,411.58,No old price,True,https://www.ikea.com/sa/en/p/besta-top-panel-concrete-effect-light-grey-20443624/,No,"        Top panel,          180x42 cm",IKEA of Sweden,42.0,,180.0,469,932,"[""Perfect fit! Durable and elegant. 5 stars!"", ""Exactly what I needed. Highly recommend."", ""Amazing! Will buy again.""]",0.6385000000000001,positive
989,20245959,BESTÅ,Cabinets & cupboards,557.64,No old price,True,https://www.ikea.com/sa/en/p/besta-frame-black-brown-20245959/,Yes,"        Frame,          60x20x64 cm",IKEA of Sweden,20.0,64.0,60.0,365,4458,"[""Perfect fit! Durable and elegant. 5 stars!"", ""Overpriced for the quality."", ""Amazing! Will buy again.""]",0.4984666666666666,positive
990,19249406,HÄLLAN,Cabinets & cupboards,496.33,No old price,True,https://www.ikea.com/sa/en/p/haellan-storage-combination-with-doors-white-s19249406/,No,"        Storage combination with doors,          90x47x167 cm",Jon Karlsson,47.0,167.0,90.0,333,4118,"[""Fell apart after a week. Poor quality."", ""Exactly what I needed. Highly recommend."", ""Best purchase! Transformed my kitchen.""]",0.2043333333333333,positive
991,294795,HANVIKEN,Cabinets & cupboards,321.7,No old price,True,https://www.ikea.com/sa/en/p/hanviken-door-drawer-front-black-brown-00294795/,Yes,"        Door/drawer front,          60x38 cm",Marcus Arvonen,,38.0,60.0,142,4985,"[""Color not as expected. Otherwise fine."", ""Exactly what I needed. Highly recommend."", ""Love this item! Super sturdy and stylish.""]",0.4925666666666666,positive
992,40299885,BESTÅ,Cabinets & cupboards,492.89,No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-black-brown-40299885/,Yes,"        TV bench,          120x40x64 cm","402.998.85 It’s easy to keep the cables from your TV and other devices out of sight but close at hand, as there are several cable outlets at the back of the TV bench.If you want to organise inside you can complement with BESTÅ interior fittings.Steady also on uneven floors, thanks to the adjustable feet.For safety reasons this TV bench shall not be hung on the wall.The TV bench must be fixed to the wall with the included wall fastener.This TV bench can take a max load of 50 kg on the top.Different wall materials require different types of fixing devices. Use fixing devices suitable for the walls in your home, sold separately.May be completed with STALLARP, STUBBARP or NANNARP legs. This TV bench requires 4 legs and 1 BESTÅ supporting leg.May be completed with SULARP legs. This TV bench requires 2 legs and 1 BESTÅ supporting leg.",40.0,64.0,120.0,897,2616,"[""Great value. Easy to assemble. Looks perfect in my bathroom."", ""Perfect fit! Durable and elegant. 5 stars!"", ""Love this item! Super sturdy and stylish.""]",0.8823,positive
993,69265984,HAVSTA,Cabinets & cupboards,482.08,No old price,True,https://www.ikea.com/sa/en/p/havsta-storage-combination-with-doors-dark-brown-s69265984/,Yes,"        Storage combination with doors,          81x47x212 cm",IKEA of Sweden,47.0,212.0,81.0,814,3327,"[""Color not as expected. Otherwise fine."", ""Amazing! Will buy again."", ""Great value. Easy to assemble. Looks perfect in my kitchen.""]",0.5821000000000001,positive
994,69286806,BEKANT,Cabinets & cupboards,103.18,No old price,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-with-smart-lock-mesh-white-s69286806/,Yes,"        Storage unit with smart lock,          41x61 cm",IKEA of Sweden/Eva Lilja Löwenhielm,45.0,61.0,41.0,849,424,"[""Best purchase! Transformed my bathroom."", ""Color not as expected. Otherwise fine."", ""Exactly what I needed. Highly recommend.""]",0.4306666666666667,positive
995,90338422,BAGGANÄS,Cabinets & cupboards,199.5,No old price,True,https://www.ikea.com/sa/en/p/bagganaes-knob-stainless-steel-90338422/,Yes,"        Knob,          21 mm",H Preutz/A Fredriksson,24.0,,21.0,136,4596,"[""Fell apart after a week. Poor quality."", ""Exactly what I needed. Highly recommend."", ""Color not as expected. Otherwise fine.""]",0.0485666666666666,neutral
